Name,Rating,DPR,Kast,Impact,ADR,KPR,Start_Date,End_Date
Maluk3,1.08,0.64,69.3%,1.13,72.8,0.69,2016-06-14,2016-09-12
bld,1.10,0.71,69.6%,1.20,82.8,0.73,2016-06-14,2016-09-12
AlaNDieg0R,0.95,0.66,66.8%,0.89,68.9,0.59,2016-06-14,2016-09-12
trk,1.09,0.68,70.3%,1.07,79.8,0.74,2016-06-14,2016-09-12
bt0,1.04,0.71,69.6%,1.05,75.8,0.73,2016-06-14,2016-09-12
FreakY,0.95,0.75,66.8%,0.97,71.3,0.67,2016-06-14,2016-09-12
T.c,0.79,0.73,61.1%,0.77,64.3,0.50,2016-06-14,2016-09-12
Zeo,0.93,0.76,64.2%,0.98,72.7,0.66,2016-06-14,2016-09-12
SandpitTurtle,0.93,0.69,66.8%,0.85,69.9,0.60,2016-06-14,2016-09-12
pnd,1.02,0.77,63.7%,1.20,80.7,0.71,2016-06-14,2016-09-12
inciN,0.91,0.68,69.1%,0.80,63.4,0.61,2016-06-14,2016-09-12
hiffer,1.06,0.74,68.8%,1.18,78.9,0.70,2016-06-14,2016-09-12
Lukki,0.97,0.72,70.5%,0.87,72.7,0.67,2016-06-14,2016-09-12
Uber,1.15,0.67,71.1%,1.20,83.8,0.74,2016-06-14,2016-09-12
dephh,0.99,0.76,65.7%,1.05,78.8,0.65,2016-06-14,2016-09-12
JT,1.35,0.66,74.2%,1.48,92.9,0.90,2016-06-14,2016-09-12
sAw,1.05,0.66,68.9%,1.01,77.6,0.67,2016-06-14,2016-09-12
gut0,0.88,0.79,65.9%,0.83,71.6,0.61,2016-06-14,2016-09-12
invul,1.05,0.79,65.6%,1.24,82.7,0.72,2016-06-14,2016-09-12
cogu,0.90,0.69,64.6%,0.88,65.8,0.57,2016-06-14,2016-09-12
horvy,0.84,0.72,63.9%,0.73,62.1,0.62,2016-06-14,2016-09-12
minix,1.05,0.77,69.5%,1.11,81.1,0.70,2016-06-14,2016-09-12
ALLE,0.82,0.79,64.9%,0.72,65.9,0.54,2016-06-14,2016-09-12
BRNZ1K,0.85,0.80,64.6%,0.90,65.4,0.59,2016-06-14,2016-09-12
pavel,0.96,0.78,66.2%,0.92,74.5,0.72,2016-06-14,2016-09-12
slv,0.82,0.75,63.6%,0.69,65.2,0.57,2016-06-14,2016-09-12
junglew0w,0.97,0.58,70.7%,0.77,62.1,0.58,2016-06-14,2016-09-12
KHTEX,1.15,0.68,72.6%,1.13,86.8,0.78,2016-06-14,2016-09-12
kalinka,1.12,0.70,69.3%,1.22,81.3,0.74,2016-06-14,2016-09-12
Kvik,1.07,0.71,63.2%,1.22,79.7,0.73,2016-06-14,2016-09-12
lukjjE,1.12,0.67,69.5%,1.19,80.8,0.75,2016-06-14,2016-09-12
TORAS,1.18,0.72,67.4%,1.36,89.2,0.81,2016-06-14,2016-09-12
zajp,1.10,0.60,71.6%,1.05,71.2,0.66,2016-06-14,2016-09-12
niLssoN,1.01,0.75,67.9%,1.14,69.8,0.69,2016-06-14,2016-09-12
Cedii,1.07,0.68,73.5%,1.04,74.1,0.62,2016-06-14,2016-09-12
SoMe1,0.95,0.71,63.5%,0.98,71.5,0.63,2016-06-14,2016-09-12
MAJ3R,1.04,0.71,67.7%,1.07,77.8,0.68,2016-06-14,2016-09-12
SIXER,1.02,0.67,68.6%,0.96,71.9,0.65,2016-06-14,2016-09-12
xms,1.15,0.66,72.0%,1.12,79.5,0.76,2016-06-14,2016-09-12
mistou,0.93,0.65,68.5%,0.76,63.8,0.59,2016-06-14,2016-09-12
fxy0,1.32,0.63,74.5%,1.43,88.4,0.83,2016-06-14,2016-09-12
ecfN,1.34,0.62,71.0%,1.39,95.3,0.86,2016-06-14,2016-09-12
kreuw,1.00,0.67,71.9%,0.89,71.4,0.62,2016-06-14,2016-09-12
quix,0.94,0.78,65.3%,1.00,73.9,0.65,2016-06-14,2016-09-12
fejtZ,1.07,0.68,70.3%,1.07,76.4,0.72,2016-06-14,2016-09-12
downie,1.05,0.66,70.5%,1.00,74.3,0.68,2016-06-14,2016-09-12
DomiNate,0.91,0.75,67.9%,0.88,69.0,0.62,2016-06-14,2016-09-12
zende,0.91,0.73,65.5%,0.84,70.9,0.63,2016-06-14,2016-09-12
arch,1.04,0.71,70.2%,1.02,77.1,0.71,2016-06-14,2016-09-12
crush,0.86,0.73,64.0%,0.83,67.3,0.56,2016-06-14,2016-09-12
Maiko,0.96,0.73,67.8%,0.97,72.1,0.63,2016-06-14,2016-09-12
SasuKe,1.11,0.74,69.8%,1.19,85.5,0.74,2016-06-14,2016-09-12
woxic,1.13,0.60,71.8%,1.10,74.7,0.71,2016-06-14,2016-09-12
Calyx,1.26,0.63,74.4%,1.29,86.1,0.84,2016-06-14,2016-09-12
mOkEn,1.12,0.64,75.8%,0.93,79.2,0.73,2016-06-14,2016-09-12
rezex,0.89,0.71,64.7%,0.86,68.7,0.58,2016-06-14,2016-09-12
feddan,0.96,0.73,68.2%,0.96,71.5,0.61,2016-06-14,2016-09-12
acoR,1.11,0.71,68.3%,1.21,80.9,0.78,2016-06-14,2016-09-12
asmo,0.85,0.70,66.0%,0.78,62.5,0.54,2016-06-14,2016-09-12
pava,1.11,0.62,73.7%,0.98,77.1,0.71,2016-06-14,2016-09-12
caike,1.08,0.64,74.6%,0.99,72.9,0.65,2016-06-14,2016-09-12
Qulon,1.13,0.59,70.4%,1.22,65.6,0.81,2016-06-14,2016-09-12
etl,0.64,0.74,63.0%,0.13,60.4,0.48,2016-06-14,2016-09-12
Ou7bReaK,1.02,0.89,70.4%,1.20,86.1,0.56,2016-06-14,2016-09-12
norison,0.99,0.70,72.2%,0.92,75.2,0.67,2016-06-14,2016-09-12
NickelBack,1.03,0.69,75.1%,0.87,78.0,0.61,2016-06-14,2016-09-12
mch,1.18,0.58,73.0%,1.13,81.0,0.73,2016-06-14,2016-09-12
steel,1.27,0.62,74.0%,1.38,86.2,0.84,2016-06-14,2016-09-12
kNgV-,1.43,0.63,73.6%,1.67,94.7,0.94,2016-06-14,2016-09-12
Peggyyyyy,0.90,0.65,62.5%,0.72,68.1,0.57,2016-06-14,2016-09-12
esio,0.85,0.67,59.6%,0.81,59.0,0.54,2016-06-14,2016-09-12
Immi,0.82,0.74,64.8%,0.79,63.1,0.51,2016-06-14,2016-09-12
PlesseN,1.02,0.79,66.0%,1.13,80.3,0.70,2016-06-14,2016-09-12
Golden,1.20,0.72,76.0%,1.28,89.6,0.79,2016-06-14,2016-09-12
Karus,0.90,0.76,64.9%,0.99,68.6,0.61,2016-06-14,2016-09-12
jayzaR,1.01,0.72,63.5%,1.05,76.3,0.69,2016-06-14,2016-09-12
smooya,1.62,0.64,72.7%,1.95,109.2,1.14,2016-06-14,2016-09-12
MiGHTYMAX,0.89,0.68,64.9%,0.84,63.1,0.57,2016-06-14,2016-09-12
cad,1.14,0.66,69.5%,1.28,76.6,0.77,2016-06-14,2016-09-12
pd,1.01,0.70,69.3%,0.99,73.6,0.66,2016-06-14,2016-09-12
RMN,1.22,0.70,71.9%,1.31,87.7,0.82,2016-06-14,2016-09-12
carnees,1.17,0.62,71.8%,1.18,77.6,0.77,2016-06-14,2016-09-12
gade,1.03,0.72,69.5%,1.11,75.3,0.67,2016-06-14,2016-09-12
zEptonL,1.21,0.69,70.6%,1.29,90.1,0.82,2016-06-14,2016-09-12
sycrone,0.94,0.65,68.8%,0.73,68.4,0.59,2016-06-14,2016-09-12
mikoz,1.01,0.76,64.0%,1.15,89.5,0.68,2016-06-14,2016-09-12
Kaputiikka,0.72,0.80,64.0%,0.41,63.4,0.48,2016-06-14,2016-09-12
Kaula,0.67,0.80,52.0%,0.87,47.6,0.48,2016-06-14,2016-09-12
miqsusu,0.59,0.88,52.0%,0.68,52.2,0.44,2016-06-14,2016-09-12
Driiveri,1.09,0.72,64.0%,1.14,89.5,0.80,2016-06-14,2016-09-12
meko,0.99,0.64,70.2%,0.90,66.8,0.64,2016-06-14,2016-09-12
plx,0.97,0.69,71.5%,0.89,69.5,0.60,2016-06-14,2016-09-12
SpyDaemoN,1.01,0.71,67.2%,1.08,76.5,0.64,2016-06-14,2016-09-12
Desert,1.11,0.62,72.7%,0.98,76.1,0.71,2016-06-14,2016-09-12
b0ychild,0.46,0.92,44.7%,0.53,50.5,0.37,2016-06-14,2016-09-12
zeq,0.54,0.89,52.6%,0.36,58.7,0.45,2016-06-14,2016-09-12
siNde,0.63,0.92,44.7%,0.71,64.8,0.55,2016-06-14,2016-09-12
wusung,0.79,0.84,62.8%,0.75,68.5,0.52,2016-06-14,2016-09-12
f11,1.00,0.66,70.5%,0.97,69.0,0.62,2016-06-14,2016-09-12
zam,1.13,0.73,69.9%,1.25,84.5,0.73,2016-06-14,2016-09-12
shz,1.21,0.69,71.8%,1.28,86.5,0.84,2016-06-14,2016-09-12
nkzaj,1.00,0.66,70.4%,0.91,70.6,0.65,2016-06-14,2016-09-12
donath,0.97,0.68,69.7%,0.92,68.8,0.64,2016-06-14,2016-09-12
notaN,0.64,0.86,50.0%,0.81,61.8,0.50,2016-06-14,2016-09-12
bodyaN,1.37,0.67,76.4%,1.52,99.7,0.85,2016-06-14,2016-09-12
spacca,1.02,0.68,69.0%,1.00,70.8,0.67,2016-06-14,2016-09-12
chucky,1.00,0.74,66.4%,1.09,73.8,0.66,2016-06-14,2016-09-12
prd,1.04,0.70,67.5%,1.03,80.4,0.69,2016-06-14,2016-09-12
guerri,1.08,0.69,69.2%,1.15,77.2,0.70,2016-06-14,2016-09-12
ZaMpA,0.85,0.73,66.7%,0.81,61.6,0.53,2016-06-14,2016-09-12
haZeyy,0.96,0.86,68.6%,1.04,77.7,0.78,2016-06-14,2016-09-12
sunrise,1.20,0.58,78.2%,0.86,80.5,0.73,2016-06-14,2016-09-12
Milfshaked,0.57,0.76,51.0%,0.45,50.1,0.39,2016-06-14,2016-09-12
SNIPEEY,0.94,0.73,62.7%,0.98,72.9,0.69,2016-06-14,2016-09-12
DetecteD,0.86,0.76,60.8%,0.96,69.0,0.57,2016-06-14,2016-09-12
P4TriCK,1.04,0.78,68.6%,1.14,82.5,0.71,2016-06-14,2016-09-12
Lunedi,0.68,0.77,72.7%,0.31,57.0,0.36,2016-06-14,2016-09-12
slajden,0.76,0.73,63.3%,0.56,60.3,0.49,2016-06-14,2016-09-12
simpe,1.06,0.78,60.0%,1.24,92.4,0.77,2016-06-14,2016-09-12
drasec,0.77,0.71,63.1%,0.70,54.8,0.45,2016-06-14,2016-09-12
ackkee,0.69,0.74,63.1%,0.46,52.7,0.46,2016-06-14,2016-09-12
Luddie,1.28,0.58,69.8%,1.36,81.8,0.86,2016-06-14,2016-09-12
TMB,0.43,0.93,41.4%,0.53,47.5,0.33,2016-06-14,2016-09-12
NikoHeiseN,0.63,0.90,56.9%,0.41,64.0,0.55,2016-06-14,2016-09-12
Daffu,0.35,0.95,39.7%,0.26,50.7,0.28,2016-06-14,2016-09-12
W1LD,0.63,0.89,57.9%,0.36,67.9,0.53,2016-06-14,2016-09-12
TeSeS,0.55,1.00,52.6%,0.52,60.9,0.53,2016-06-14,2016-09-12
erkenp,0.94,0.72,69.8%,0.69,70.1,0.56,2016-06-14,2016-09-12
MITZAN,0.86,0.85,52.1%,1.02,76.3,0.65,2016-06-14,2016-09-12
edge,0.97,0.69,68.8%,0.81,69.6,0.62,2016-06-14,2016-09-12
Time,0.94,0.73,68.4%,0.85,68.9,0.59,2016-06-14,2016-09-12
Haiden,1.42,0.62,72.2%,1.66,91.8,0.97,2016-06-14,2016-09-12
BAYDIR,0.99,0.75,69.6%,1.07,69.7,0.62,2016-06-14,2016-09-12
soLo,1.10,0.62,76.5%,1.00,71.1,0.66,2016-06-14,2016-09-12
DJOXiC,1.31,0.62,74.3%,1.43,85.3,0.82,2016-06-14,2016-09-12
LETN1,1.32,0.54,78.3%,1.30,84.0,0.82,2016-06-14,2016-09-12
Leaf,0.82,0.66,55.2%,0.63,62.6,0.66,2016-06-14,2016-09-12
rEplan,1.17,0.66,62.1%,1.27,84.6,0.86,2016-06-14,2016-09-12
ociriz,1.08,0.76,69.0%,0.95,93.3,0.69,2016-06-14,2016-09-12
emi,1.22,0.68,75.2%,1.25,87.7,0.77,2016-06-14,2016-09-12
chahd0nJ,1.10,0.70,73.8%,1.05,82.0,0.71,2016-06-14,2016-09-12
dav1dK,1.08,0.74,70.6%,1.18,80.1,0.73,2016-06-14,2016-09-12
ScrunK,1.08,0.77,71.2%,1.12,84.8,0.72,2016-06-14,2016-09-12
oddo,1.08,0.69,72.6%,1.04,78.3,0.69,2016-06-14,2016-09-12
failzzr,0.95,0.70,67.3%,0.96,64.9,0.65,2016-06-14,2016-09-12
threeman,1.00,0.68,70.6%,0.85,72.9,0.68,2016-06-14,2016-09-12
svyat,0.93,0.89,77.8%,0.66,86.9,0.83,2016-06-14,2016-09-12
HOLMES,1.10,0.73,70.7%,1.19,82.0,0.74,2016-06-14,2016-09-12
DiMKE,1.24,0.67,72.9%,1.33,91.6,0.82,2016-06-14,2016-09-12
k1Ng0r,1.17,0.67,76.0%,1.23,82.0,0.74,2016-06-14,2016-09-12
DEik,0.87,0.63,69.3%,0.61,57.7,0.60,2016-06-14,2016-09-12
m4Rk0,1.05,0.62,67.3%,1.12,71.8,0.66,2016-06-14,2016-09-12
lma,0.52,0.94,55.6%,0.53,56.3,0.33,2016-06-14,2016-09-12
1uke,0.41,1.00,50.0%,0.27,51.7,0.39,2016-06-14,2016-09-12
Golz,1.05,0.67,72.7%,1.01,74.6,0.65,2016-06-14,2016-09-12
blackpoisoN,1.19,0.63,73.7%,1.19,79.1,0.79,2016-06-14,2016-09-12
Detrony,1.30,0.62,74.9%,1.38,88.0,0.81,2016-06-14,2016-09-12
kanii,1.14,0.66,71.3%,1.17,83.9,0.72,2016-06-14,2016-09-12
Konvict,1.18,0.63,72.2%,1.21,82.1,0.74,2016-06-14,2016-09-12
deviaNt,1.01,0.65,69.2%,0.99,69.7,0.65,2016-06-14,2016-09-12
LighteRTZ,1.09,0.65,68.5%,1.18,76.1,0.69,2016-06-14,2016-09-12
takbok,1.09,0.69,70.6%,1.07,81.1,0.74,2016-06-14,2016-09-12
ELUSIVE,1.17,0.60,75.0%,1.13,77.7,0.71,2016-06-14,2016-09-12
Sonic,1.35,0.59,78.9%,1.31,90.7,0.86,2016-06-14,2016-09-12
shev,1.03,0.64,71.4%,1.06,69.8,0.62,2016-06-14,2016-09-12
juricM,0.94,0.70,70.4%,0.91,66.6,0.61,2016-06-14,2016-09-12
nexa,1.13,0.67,71.9%,1.12,82.3,0.74,2016-06-14,2016-09-12
huNter-,1.35,0.64,75.7%,1.36,97.6,0.91,2016-06-14,2016-09-12
Lunix,1.03,0.66,72.1%,0.95,71.9,0.75,2016-06-14,2016-09-12
Dav,0.88,0.73,63.6%,0.83,72.7,0.58,2016-06-14,2016-09-12
fuzionGOD,1.11,0.69,68.3%,1.17,81.6,0.75,2016-06-14,2016-09-12
k0bra,0.85,0.76,61.5%,0.92,68.7,0.62,2016-06-14,2016-09-12
OxVald,0.96,0.68,75.0%,0.74,68.3,0.62,2016-06-14,2016-09-12
Dwn,1.25,0.72,76.9%,1.25,99.3,0.79,2016-06-14,2016-09-12
AKIMOV,1.10,0.78,83.3%,0.59,100.7,0.83,2016-06-14,2016-09-12
elzr,0.15,0.94,38.9%,0.00,27.1,0.22,2016-06-14,2016-09-12
b0bbzki,1.13,0.72,67.0%,1.33,84.1,0.78,2016-06-14,2016-09-12
Zyppe,0.84,0.73,59.1%,0.66,69.5,0.73,2016-06-14,2016-09-12
Krad,1.19,0.65,72.7%,1.40,75.9,0.76,2016-06-14,2016-09-12
Stomp,0.82,0.75,63.6%,0.81,63.6,0.51,2016-06-14,2016-09-12
ub1que,1.10,0.68,73.4%,1.06,80.5,0.72,2016-06-14,2016-09-12
jmqa,1.03,0.69,68.2%,1.04,75.9,0.68,2016-06-14,2016-09-12
aliStair,1.18,0.63,73.2%,1.24,76.9,0.75,2016-06-14,2016-09-12
ap0c,0.94,0.75,66.5%,0.95,74.8,0.64,2016-06-14,2016-09-12
emagine,1.06,0.67,70.1%,1.05,76.1,0.73,2016-06-14,2016-09-12
dexter,1.04,0.67,69.8%,1.03,73.6,0.67,2016-06-14,2016-09-12
zewsy,1.02,0.75,68.5%,1.08,78.6,0.67,2016-06-14,2016-09-12
Modd,1.09,0.69,74.6%,0.99,75.1,0.74,2016-06-14,2016-09-12
zoid,0.94,0.81,55.1%,1.21,79.1,0.66,2016-06-14,2016-09-12
SWANKY,1.02,0.66,69.5%,0.96,75.3,0.63,2016-06-14,2016-09-12
willyKS,1.01,0.72,66.3%,1.19,72.3,0.67,2016-06-14,2016-09-12
Xtinct,0.88,0.68,68.3%,0.73,60.0,0.56,2016-06-14,2016-09-12
majestic,1.24,0.70,65.4%,1.41,95.4,0.85,2016-06-14,2016-09-12
eNvy,0.87,0.68,66.2%,0.77,56.9,0.58,2016-06-14,2016-09-12
Jt,0.98,0.65,76.0%,0.65,70.0,0.63,2016-06-14,2016-09-12
ofnu,1.04,0.70,70.8%,1.01,75.1,0.71,2016-06-14,2016-09-12
riksen,1.26,0.63,76.9%,1.33,83.0,0.80,2016-06-14,2016-09-12
neto,0.98,0.64,67.0%,0.87,71.2,0.64,2016-06-14,2016-09-12
ultra,1.02,0.67,70.9%,0.96,74.3,0.59,2016-06-14,2016-09-12
hk0n,0.93,0.78,67.5%,0.95,75.1,0.65,2016-06-14,2016-09-12
arya,0.99,0.71,66.6%,1.04,73.7,0.69,2016-06-14,2016-09-12
AcilioN,0.97,0.67,69.2%,0.90,70.8,0.61,2016-06-14,2016-09-12
DAVEY,1.00,0.73,68.0%,1.00,78.2,0.68,2016-06-14,2016-09-12
CRUC1AL,1.13,0.73,68.4%,1.32,80.0,0.79,2016-06-14,2016-09-12
joshbM,0.91,0.75,65.8%,0.86,71.7,0.62,2016-06-14,2016-09-12
Oderus,0.96,0.76,61.9%,1.10,72.4,0.68,2016-06-14,2016-09-12
Char,1.00,0.74,65.2%,1.05,77.5,0.69,2016-06-14,2016-09-12
real_bM,0.80,0.79,58.8%,0.83,70.7,0.54,2016-06-14,2016-09-12
flashstep,0.83,0.75,63.4%,0.83,62.1,0.56,2016-06-14,2016-09-12
Machinegun,1.08,0.74,65.4%,1.22,82.7,0.75,2016-06-14,2016-09-12
truth,1.17,0.61,69.4%,1.09,79.1,0.83,2016-06-14,2016-09-12
znajder,1.12,0.64,70.3%,1.10,78.1,0.72,2016-06-14,2016-09-12
reversive,1.13,0.70,69.9%,1.19,84.7,0.75,2016-06-14,2016-09-12
Zote,1.04,0.69,73.2%,1.00,76.1,0.66,2016-06-14,2016-09-12
Noktse,0.95,0.65,69.6%,0.83,65.2,0.60,2016-06-14,2016-09-12
guishorro,1.21,0.66,68.0%,1.43,82.7,0.84,2016-06-14,2016-09-12
felps,1.20,0.72,69.5%,1.38,90.8,0.82,2016-06-14,2016-09-12
HEN1,1.16,0.57,72.6%,1.14,75.9,0.72,2016-06-14,2016-09-12
boltz,1.19,0.60,75.1%,1.10,83.0,0.75,2016-06-14,2016-09-12
LUCAS1,1.16,0.62,73.7%,1.12,79.4,0.71,2016-06-14,2016-09-12
zews,1.01,0.65,68.3%,1.00,69.5,0.63,2016-06-14,2016-09-12
minimal,1.14,0.65,71.4%,1.08,82.8,0.76,2016-06-14,2016-09-12
pronax,0.96,0.68,68.1%,0.89,67.6,0.62,2016-06-14,2016-09-12
Savage,1.18,0.64,72.8%,1.23,81.3,0.76,2016-06-14,2016-09-12
tb,1.14,0.65,73.1%,1.10,80.9,0.74,2016-06-14,2016-09-12
advent,0.99,0.65,71.7%,0.92,67.5,0.62,2016-06-14,2016-09-12
zhokiNg,1.26,0.68,75.9%,1.37,89.4,0.81,2016-06-14,2016-09-12
bondik,1.06,0.63,71.2%,0.95,75.3,0.67,2016-06-14,2016-09-12
ANGE1,1.19,0.70,69.1%,1.39,87.2,0.78,2016-06-14,2016-09-12
STYKO,1.12,0.68,69.1%,1.19,82.7,0.73,2016-06-14,2016-09-12
Zero,1.06,0.59,71.8%,0.90,71.9,0.67,2016-06-14,2016-09-12
Jefferson,0.49,0.88,53.8%,0.27,52.7,0.40,2016-06-14,2016-09-12
max,0.82,0.88,60.0%,0.89,72.6,0.55,2016-06-14,2016-09-12
Andrew,0.67,0.88,53.8%,0.70,64.1,0.56,2016-06-14,2016-09-12
frankken,0.64,0.90,60.0%,0.49,64.0,0.47,2016-06-14,2016-09-12
dillion,0.91,0.88,64.1%,1.07,76.3,0.73,2016-06-14,2016-09-12
smike,1.04,0.64,67.0%,1.12,68.1,0.68,2016-06-14,2016-09-12
LOVEYY,1.16,0.66,73.3%,1.16,82.9,0.76,2016-06-14,2016-09-12
freakazoid,1.01,0.69,69.7%,1.01,72.8,0.64,2016-06-14,2016-09-12
ryx,1.13,0.67,72.2%,1.09,82.5,0.74,2016-06-14,2016-09-12
els,0.99,0.90,60.0%,1.24,94.1,0.70,2016-06-14,2016-09-12
Pollo,1.13,0.68,70.6%,1.12,85.9,0.76,2016-06-14,2016-09-12
hades,0.99,0.74,66.2%,1.08,73.0,0.66,2016-06-14,2016-09-12
jakeMOTM,0.74,0.80,66.7%,0.48,64.3,0.57,2016-06-14,2016-09-12
OCEAN,0.75,0.69,65.2%,0.55,56.0,0.47,2016-06-14,2016-09-12
ShahZaM,1.10,0.67,68.1%,1.20,75.9,0.72,2016-06-14,2016-09-12
seang@res,0.99,0.67,69.4%,0.94,70.2,0.63,2016-06-14,2016-09-12
exzU,0.69,0.83,60.9%,0.55,68.5,0.52,2016-06-14,2016-09-12
YDNA,1.25,0.83,78.3%,1.26,93.7,1.00,2016-06-14,2016-09-12
goa,0.46,0.83,56.5%,0.12,46.1,0.30,2016-06-14,2016-09-12
ryann,1.14,0.81,70.3%,1.25,95.7,0.78,2016-06-14,2016-09-12
vanity,0.74,0.76,51.4%,0.70,61.3,0.49,2016-06-14,2016-09-12
FrostayK,1.14,0.70,64.9%,1.23,89.1,0.76,2016-06-14,2016-09-12
tyfoon,1.12,0.73,67.6%,1.37,82.8,0.76,2016-06-14,2016-09-12
tabseN,1.22,0.70,72.5%,1.39,88.6,0.78,2016-06-14,2016-09-12
ptr,1.16,0.57,71.9%,1.12,74.1,0.75,2016-06-14,2016-09-12
LEGIJA,0.96,0.69,64.7%,0.97,68.9,0.63,2016-06-14,2016-09-12
FugLy,1.08,0.66,69.0%,1.07,77.1,0.72,2016-06-14,2016-09-12
MORViD,0.85,0.68,67.6%,0.43,66.5,0.62,2016-06-14,2016-09-12
waffe,1.14,0.78,73.9%,1.48,90.5,0.74,2016-06-14,2016-09-12
AZR,1.22,0.72,72.4%,1.34,88.1,0.82,2016-06-14,2016-09-12
tatazin,1.04,0.62,73.0%,0.94,70.1,0.64,2016-06-14,2016-09-12
tifa,1.06,0.70,68.4%,1.11,79.3,0.72,2016-06-14,2016-09-12
dzt,1.12,0.68,72.7%,1.16,77.5,0.71,2016-06-14,2016-09-12
delboNi,1.23,0.66,75.3%,1.22,87.0,0.82,2016-06-14,2016-09-12
Aerial,1.47,0.59,76.6%,1.68,97.0,0.99,2016-06-14,2016-09-12
KIPSIk,1.01,0.56,72.3%,0.91,65.4,0.57,2016-06-14,2016-09-12
zehN,1.33,0.66,73.8%,1.41,99.7,0.85,2016-06-14,2016-09-12
sergej,1.50,0.57,80.6%,1.57,96.1,0.99,2016-06-14,2016-09-12
yes,0.92,0.70,73.9%,0.90,62.1,0.52,2016-06-14,2016-09-12
land1n,1.23,0.59,74.2%,1.28,79.4,0.77,2016-06-14,2016-09-12
HUGHMUNGUS,0.97,0.83,60.9%,1.19,79.7,0.78,2016-06-14,2016-09-12
USTILO,1.10,0.70,69.5%,1.18,79.8,0.74,2016-06-14,2016-09-12
jks,1.09,0.64,71.8%,0.99,77.3,0.69,2016-06-14,2016-09-12
fv,0.89,0.74,65.6%,0.99,63.4,0.60,2016-06-14,2016-09-12
gaabxx,1.14,0.60,67.8%,1.26,77.3,0.72,2016-06-14,2016-09-12
will,1.17,0.67,71.1%,1.24,87.6,0.77,2016-06-14,2016-09-12
lrz,1.00,0.72,64.6%,1.08,76.2,0.73,2016-06-14,2016-09-12
mixwell,1.18,0.68,69.7%,1.27,84.7,0.79,2016-06-14,2016-09-12
NAF,1.04,0.68,69.1%,0.99,76.5,0.67,2016-06-14,2016-09-12
RUSH,1.10,0.68,71.3%,1.09,76.0,0.74,2016-06-14,2016-09-12
daps,0.89,0.66,68.7%,0.72,64.1,0.56,2016-06-14,2016-09-12
stanislaw,0.96,0.69,69.4%,0.88,71.4,0.60,2016-06-14,2016-09-12
din0,0.97,0.69,71.6%,0.85,73.6,0.61,2016-06-14,2016-09-12
Rickeh,1.09,0.64,73.9%,1.06,72.1,0.67,2016-06-14,2016-09-12
Remoy,1.08,0.64,71.9%,1.01,76.0,0.69,2016-06-14,2016-09-12
yam,0.91,0.69,65.3%,0.87,64.8,0.60,2016-06-14,2016-09-12
shams,0.77,0.79,63.5%,0.65,61.4,0.56,2016-06-14,2016-09-12
ShoT_UP,1.01,0.74,67.9%,1.01,79.0,0.67,2016-06-14,2016-09-12
quick,0.74,0.77,59.5%,0.81,54.7,0.49,2016-06-14,2016-09-12
cjb,1.00,0.77,69.2%,1.07,73.7,0.67,2016-06-14,2016-09-12
nash,0.74,0.82,56.7%,0.80,58.9,0.61,2016-06-14,2016-09-12
alulu,0.62,0.84,61.2%,0.46,47.5,0.40,2016-06-14,2016-09-12
Nyogen,0.78,0.85,62.7%,0.77,71.8,0.54,2016-06-14,2016-09-12
repo,0.94,0.73,67.0%,0.92,71.6,0.64,2016-06-14,2016-09-12
morelz,0.97,0.74,66.4%,0.98,76.6,0.67,2016-06-14,2016-09-12
EXUS,1.02,0.72,67.1%,1.09,74.9,0.67,2016-06-14,2016-09-12
reatz,1.06,0.71,69.3%,1.06,78.5,0.72,2016-06-14,2016-09-12
SOON,0.86,0.70,62.8%,0.82,61.8,0.61,2016-06-14,2016-09-12
ZJH,0.80,0.79,62.7%,0.87,61.1,0.48,2016-06-14,2016-09-12
lowrider,0.89,0.79,59.6%,1.06,71.8,0.63,2016-06-14,2016-09-12
Kolibrien,1.25,0.65,76.4%,1.25,86.8,0.83,2016-06-14,2016-09-12
Clark,1.09,0.62,76.4%,0.93,69.7,0.72,2016-06-14,2016-09-12
Happy,1.08,0.68,68.6%,1.00,81.0,0.76,2016-06-14,2016-09-12
Crispy,0.90,0.65,70.8%,0.74,59.9,0.53,2016-06-14,2016-09-12
coldzera,1.27,0.59,75.7%,1.21,85.4,0.83,2016-06-14,2016-09-12
TACO,1.07,0.66,69.3%,1.10,75.7,0.70,2016-06-14,2016-09-12
FalleN,1.10,0.61,70.2%,1.14,72.0,0.68,2016-06-14,2016-09-12
fnx,1.03,0.69,69.4%,0.96,79.4,0.67,2016-06-14,2016-09-12
fer,1.13,0.67,72.1%,1.16,82.1,0.73,2016-06-14,2016-09-12
apEX,1.11,0.71,69.6%,1.21,81.8,0.71,2016-06-14,2016-09-12
kennyS,1.19,0.61,71.6%,1.22,77.9,0.78,2016-06-14,2016-09-12
Xyp9x,1.05,0.63,72.0%,0.94,75.9,0.64,2016-06-14,2016-09-12
device,1.20,0.64,70.5%,1.30,83.6,0.80,2016-06-14,2016-09-12
karrigan,0.97,0.68,67.0%,0.97,67.6,0.63,2016-06-14,2016-09-12
dupreeh,1.12,0.66,69.8%,1.19,79.0,0.75,2016-06-14,2016-09-12
Kjaerbye,1.12,0.68,71.4%,1.14,82.8,0.73,2016-06-14,2016-09-12
HUNDEN,0.93,0.71,66.9%,0.90,69.5,0.58,2016-06-14,2016-09-12
