Name,KD,Wins,Losses,Winning_Percentage,Player_1,Player_2,Player_3,Player_4,Player_5,Start_Date,End_Date
Conquer,1.05,5,4,0.5555555555555556,INSES,heku,wils0n,pietola,McDuck,2017-06-09,2017-09-07
Evitas,0.78,0,2,0.0,NoQu,RudiFela,Evil,Dezah,Forys,2017-06-09,2017-09-07
NOX!UMAN,1.33,4,0,1.0,BrauJ,inmausx,Klauss,feLiZnOJkE,fara,2017-06-09,2017-09-07
Puggers United,1.13,2,2,0.5,ryx,mizoo,CONNOR93,Dallas,Uber,2017-06-09,2017-09-07
Pompa Black,0.56,0,2,0.0,ponczek,darko,Markoś,mono,mynio,2017-06-09,2017-09-07
sickteam,0.74,1,2,0.3333333333333333,Jialocin,kr1zzer,raoz,HECTOz,s0mmer,2017-06-09,2017-09-07
Skyfire,0.81,2,13,0.13333333333333333,Squishy,ECH0,ren,pili,zeph,2017-06-09,2017-09-07
SLAVGENT,0.73,0,2,0.0,vanilla,FILOZOF,RastiK,calOth,XAS,2017-06-09,2017-09-07
Night of Killers,0.78,1,2,0.3333333333333333,Misterio5551,KiNG,kHAOTIC,Matadorck,zJames,2017-06-09,2017-09-07
Flipside Pugs,0.27,0,2,0.0,Walrus,Chachan,Sergiiomania,GamerColombiano,Zarsito,2017-06-09,2017-09-07
panic,0.69,0,2,0.0,Sheka,LUizo,Shesho,giAn,kriza-,2017-06-09,2017-09-07
Zcorpio,0.21,0,2,0.0,SrJuanG,xKAOSx,Mini1337,Zaimer,LeoAUwUr,2017-06-09,2017-09-07
mouseSpaz,0.86,4,5,0.4444444444444444,Shakezullah,Turismo,Ematics,maxmeister,PillCosby,2017-06-09,2017-09-07
Evilvice Black,1.00,2,3,0.4,pablow,rochet,D1E,TK,k2iQs,2017-06-09,2017-09-07
gamENERGY,1.03,2,2,0.5,pienix,Mopsim,PeTeR,xype,JOK3R,2017-06-09,2017-09-07
ex-paiN,1.06,4,4,0.5,chelo,tatazin,dzt,NEKIZ,land1n,2017-06-09,2017-09-07
Tengri,0.86,4,8,0.3333333333333333,pachanga,fitch,SNk,sonic,Ramz1kBO$$,2017-06-09,2017-09-07
Hadouken,0.67,0,2,0.0,slow,nezzi,kickeh,vtR,andrewd-,2017-06-09,2017-09-07
Vanguard,0.95,0,1,0.0,Masti,nGL,Bolin,smogger,Infernal,2017-06-09,2017-09-07
Otter,1.05,7,3,0.7,C0NVICT,GRAMPZ,jcrueL,ryann,MAiNLiNE,2017-06-09,2017-09-07
Node,0.78,1,7,0.125,cadius,SWANKY,rL,Kicknkill,BEAST,2017-06-09,2017-09-07
Elixir,0.90,0,2,0.0,TiramisU,MiniKt,sptdd,3#,SandmaN,2017-06-09,2017-09-07
AliGon,1.01,7,5,0.5833333333333334,khobra,maektig,xelos,goffe,kreaz,2017-06-09,2017-09-07
Rogue Academy,0.99,8,10,0.4444444444444444,Barken,perzon,Kevve,powerputte,shadow,2017-06-09,2017-09-07
Vindicta,0.93,1,2,0.3333333333333333,Dark,fearift,ExiE,zoom,Myth,2017-06-09,2017-09-07
Kukulkan,0.63,0,2,0.0,Ras_Q,aleX,CrazyM3nX,sebazz,richiman117,2017-06-09,2017-09-07
beGenius,0.90,0,2,0.0,CREA^,Lucky,LaAw,Davidp,Smyli,2017-06-09,2017-09-07
ex-Fury,0.76,0,9,0.0,guGi,Bustem,saveeey,brky,st0Le,2017-06-09,2017-09-07
Epicedium,0.53,0,2,0.0,Rargorus,Smiley,Stubi,Freejolitos,UbreS,2017-06-09,2017-09-07
KPI,0.98,6,5,0.5454545454545454,meisoN,dragunov,alex,donQ,mopoz,2017-06-09,2017-09-07
JYP,0.99,3,4,0.42857142857142855,ZesBeeW,Egoist,xevR,pzK!D,KunaS,2017-06-09,2017-09-07
LOG,1.18,16,5,0.7619047619047619,KrizzeN,dimasick,buster,qikert,flomaster,2017-06-09,2017-09-07
MAX,0.83,0,2,0.0,s550,Lamplight,Gn,ECOKING,Lok,2017-06-09,2017-09-07
Jurassic,1.04,2,2,0.5,SnP,Jack0mo,Huskylore,Ng3l,Kebligato,2017-06-09,2017-09-07
Nordic Warthogs,0.84,2,7,0.2222222222222222,H4RR3,Philip,aNdz,NiTo,rufus,2017-06-09,2017-09-07
Licht,0.67,0,4,0.0,alejandrinho,akz,negroNE,bEaRs,gessito,2017-06-09,2017-09-07
Elite Wolves,0.92,3,5,0.375,hadrok,mkn,Pock,artemio,Guepard,2017-06-09,2017-09-07
Team ddk,1.11,1,0,1.0,YNk,moses,ddk,prius,Mantrousse,2017-06-09,2017-09-07
AiM,0.56,0,2,0.0,Asutoro,squash,Ayz,zerspeN,Jon,2017-06-09,2017-09-07
Airwalk,0.56,0,2,0.0,iM,KenT,Kab,princeqq!,eXe,2017-06-09,2017-09-07
Dark Sided,1.06,26,18,0.5909090909090909,Sync,flickz,badger,DickStacy,Texta,2017-06-09,2017-09-07
PainFuL,0.67,0,2,0.0,xplicit,ChadMeister,Meven,Tiller,DJ Cola,2017-06-09,2017-09-07
REHTI,0.55,0,1,0.0,ZEIEI,JUFIS,Jamppi,ile,BekSih,2017-06-09,2017-09-07
Impossible,0.70,1,7,0.125,svyat,PLAZ,insom,krecker,AKIMOV,2017-06-09,2017-09-07
nerdRage,0.71,0,1,0.0,mitta,methoDs,angry,Kobus,Mikejuuu,2017-06-09,2017-09-07
SnakeS,0.67,0,3,0.0,Glovee,SasuKe,mag0o,mini,kero,2017-06-09,2017-09-07
Keymotion Red,0.67,0,2,0.0,hirakuza,tinchoff,daneshka,mat1,arieldidi,2017-06-09,2017-09-07
Sperr & Friends,0.87,0,1,0.0,pbD,squidi,sperr,EspiranTo,goffe,2017-06-09,2017-09-07
ECO COBRAS,1.12,2,2,0.5,hairEeE,roqz,Whit,DreamZ,calamity,2017-06-09,2017-09-07
SICKNASTY,0.48,0,2,0.0,Hyperion,Par,YouForix,Tireless,ShadowScheme,2017-06-09,2017-09-07
Team Bardolph,0.88,0,1,0.0,JZFB,sapphiRe,HenryG,izak,natu,2017-06-09,2017-09-07
ARYO,0.93,3,2,0.6,zero,SEMINTE,r1d3r,WHitE,KunKKa,2017-06-09,2017-09-07
fnatic Academy,1.09,9,6,0.6,PlesseN,Jayzwalkingz,Golden,Karus,Bååten,2017-06-09,2017-09-07
Free Agents,0.73,0,2,0.0,Addy,Mala,mdn,jkar,BioticRain,2017-06-09,2017-09-07
Devour,0.69,0,3,0.0,1NZA,r0cco,Sw1tch,Everj,General,2017-06-09,2017-09-07
Frigid,0.95,1,3,0.25,kilroy,ohai,Hollywood,narcs,madcow,2017-06-09,2017-09-07
Voltage,0.44,0,2,0.0,twenty2,KMG,Arrjay,Bagelboy,raymoose,2017-06-09,2017-09-07
Blue,0.75,1,3,0.25,Daz-,vantrox,seal,yugo,hyper-,2017-06-09,2017-09-07
Stack B,0.73,1,3,0.25,nylee,voltage,strize,-ian,comRade,2017-06-09,2017-09-07
FIVE,0.86,8,27,0.22857142857142856,smartshi,Rita,Mi5ERY,Questionmark,moki,2017-06-09,2017-09-07
CyberRevolution,0.87,1,3,0.25,whis,bac0n,balla,yelrad,mCe,2017-06-09,2017-09-07
Beacon,1.07,8,7,0.5333333333333333,Berghy,iannn,ongline,floppy,tweiss,2017-06-09,2017-09-07
Ajax,0.96,5,7,0.4166666666666667,crux,PureR,aesthetic,denya,SlaySmile,2017-06-09,2017-09-07
Zoctai,1.06,9,5,0.6428571428571429,hallzerk,truth,RoSeY,Radifaction,enix,2017-06-09,2017-09-07
Final Destination,0.73,0,2,0.0,kaleb,panicK,1zoom,kl0udz,VLxBlaze,2017-06-09,2017-09-07
Miami Flamingos,1.09,28,10,0.7368421052631579,JonY BoY,guishorro,tutehen,MarKE,tomi,2017-06-09,2017-09-07
ex-Synthetik,1.03,9,11,0.45,montE,tex,yay,4sh0t,Zellsis,2017-06-09,2017-09-07
Rising Sun,0.68,0,2,0.0,bOATS,iNTENSIFY,hERO,ducky,PORKiEE,2017-06-09,2017-09-07
7642,1.10,9,5,0.6428571428571429,Leaf,PTC,qqGOD,cbbk,CigaretteS,2017-06-09,2017-09-07
TYLOO,1.08,15,9,0.625,somebody,DD,captainMo,HZ,BnTeT,2017-06-09,2017-09-07
NGA.G,0.93,1,3,0.25,Despair,Cheater,nighttime,fore,NerVeGuNXJ,2017-06-09,2017-09-07
Funky Monkeys,0.92,14,25,0.358974358974359,YDNA,BL1TZ,HUGHMUNGUS,waffe,yorimato,2017-06-09,2017-09-07
New Arise,0.59,0,2,0.0,basilik,solinho,khantus,llerena,Majestic,2017-06-09,2017-09-07
Enter,0.88,4,9,0.3076923076923077,todor,uaeb,MTH,GOLA,KLUMZ,2017-06-09,2017-09-07
FGE,0.99,9,5,0.6428571428571429,Hunter,food,ShoT_UP,mizoo,Douglas,2017-06-09,2017-09-07
anoniempjes123,1.41,3,0,1.0,Lenny,dreez,n0id,v1d,wondr,2017-06-09,2017-09-07
GG,0.81,1,3,0.25,Crouchy,funz,NiNo,m0g,Pieter,2017-06-09,2017-09-07
TRIDENT Storm,0.81,2,7,0.2222222222222222,Procro,HaZR,GiANT,SKiD,vax,2017-06-09,2017-09-07
MAESTRO,1.01,2,2,0.5,Attackerinonono,Stev0se,Niko,axrRRRRR,simix,2017-06-09,2017-09-07
FlipSid3 Academy,0.68,0,13,0.0,Jacob,Rich,X23,Codey,k00k,2017-06-09,2017-09-07
Wings,0.79,1,3,0.25,amtV,sAncEpt,JeXeN,z8z,Zico,2017-06-09,2017-09-07
Von Steuben,0.38,0,2,0.0,Nisei,Sausupo,Knuts,B1ysk,Tekriq,2017-06-09,2017-09-07
ballogando,0.82,1,2,0.3333333333333333,ayken,qwee,sperr,EspiranTo,goffe,2017-06-09,2017-09-07
The Foundation,0.87,3,11,0.21428571428571427,dee,maL,haptiiC,jmoh,kaboose,2017-06-09,2017-09-07
Factory Assault,0.57,0,2,0.0,FATAL,cpx,tge,vhz,friko,2017-06-09,2017-09-07
Modus Awperandi,0.73,0,2,0.0,KovuTheHusky,Daedalus,Wasted Spaceman,Drowsie,feint,2017-06-09,2017-09-07
paiN,0.91,6,10,0.375,NEKIZ,land1n,chelo,tatazin,dzt,2017-06-09,2017-09-07
SetToDestroyX,0.93,5,5,0.5,Shablagoo,Mundle,VILLAIN,CHEWiFUL,AGN,2017-06-09,2017-09-07
Defining Stars,0.97,4,6,0.4,gax,tiskeN,Cunha,plat,MKWsf,2017-06-09,2017-09-07
Lol Yeah,1.08,5,3,0.625,tconnors,MagnetSh0CK,Nurfed,sfX,Infinite,2017-06-09,2017-09-07
Electronik Generation,0.82,1,3,0.25,ScRm,BuJ,BLOODZ,marq,Rub3nix,2017-06-09,2017-09-07
TG.FireStorm,1.00,4,7,0.36363636363636365,Flash_1,elias,speed4k,RuFire,almazer,2017-06-09,2017-09-07
EZG,1.02,6,6,0.5,Spriggals,SgtWilly,Bewd,Amped,codan,2017-06-09,2017-09-07
afterm4th,0.95,2,2,0.5,XplsnwOw,Loordpanic,[F]raG_YoU,RAGE,Sami,2017-06-09,2017-09-07
Five Alive,1.09,4,4,0.5,Pho,agM,ChEekz,Funshine,Darloosh,2017-06-09,2017-09-07
CLG Red,0.86,4,7,0.36363636363636365,bENITA,di^,refinnej,Emy,potter,2017-06-09,2017-09-07
GamesRCheap,0.92,4,5,0.4444444444444444,TenZ,zoid-spa-,stellar,JKB,riku,2017-06-09,2017-09-07
Cyberstorm,0.79,1,3,0.25,dioko,Stunzzz,MtE,dVeeN,PureR,2017-06-09,2017-09-07
Regret,0.75,0,3,0.0,PluRO,kilo,drass,JeFr3,ZayhanS,2017-06-09,2017-09-07
MVP Project,1.08,11,8,0.5789473684210527,Argency,kAyle,XigN,HSK,rindA,2017-06-09,2017-09-07
Decisive,0.82,0,2,0.0,Exorcist,Xenon,RekiT,Visco,NaZarD,2017-06-09,2017-09-07
Red ViperZ,0.58,0,2,0.0,MiNd HaX,vinc9nt,Shyr,JeshaN,Vendetta,2017-06-09,2017-09-07
Gotta Go,0.88,2,4,0.3333333333333333,Hyper,dopey,Theia,Crawfish,alexis,2017-06-09,2017-09-07
CTYA,0.80,2,4,0.3333333333333333,titter,yourgirlfriendsnores,AlleNNN,nvrx,beneito,2017-06-09,2017-09-07
Mask Off,1.10,14,6,0.7,C0NVICT,GRAMPZ,jcrueL,ryann,MAiNLiNE,2017-06-09,2017-09-07
Ben's Anime Team,0.99,6,5,0.5454545454545454,oSee,ben1337,Voltage,Snakes,motm,2017-06-09,2017-09-07
CyberBullies,0.96,4,5,0.4444444444444444,BooMie,Rascal,Arbiter,iRONMAN,Wreakveus,2017-06-09,2017-09-07
Exotic Island,0.93,2,4,0.3333333333333333,derps,zavy,sh1zlEE,SOULZOR,vts,2017-06-09,2017-09-07
Merciless,1.04,11,7,0.6111111111111112,s1,tifa,delboNi,spacca,prd,2017-06-09,2017-09-07
ownage,1.08,18,8,0.6923076923076923,mitch,kaboose,witmer,DAVEY,swag,2017-06-09,2017-09-07
Gux & Friends,0.99,11,18,0.3793103448275862,PERCY,woxic,Gux,ISSAA,Friis,2017-06-09,2017-09-07
FUKS-B,0.82,0,3,0.0,Boombl4,kissinho,spiker,FL1T,ub1que,2017-06-09,2017-09-07
AYB,0.67,1,2,0.3333333333333333,mnL,asmo,qk-Mantis,xavi,nky,2017-06-09,2017-09-07
hookahlike,0.94,4,6,0.4,rafa,paredao,lrz,dukka,kNs,2017-06-09,2017-09-07
30minuter,1.28,4,0,1.0,tabz,djL,FREDDyFROG,goffe,Relaxa,2017-06-09,2017-09-07
Glacon,0.69,0,4,0.0,hey you,bdz,del1n,Bauer,bny,2017-06-09,2017-09-07
Orimligt,0.98,1,3,0.25,Brollan,elo,KriLLe,hns,shadow,2017-06-09,2017-09-07
Team123,1.01,20,21,0.4878048780487805,Basso,NaToSaphiX,Celrate,sycrone,rezex,2017-06-09,2017-09-07
ANTI ECO,0.94,5,9,0.35714285714285715,spaydeR,SecretAgent,JamezIRL,n0iZ,tropiiical,2017-06-09,2017-09-07
Furious,1.15,5,4,0.5555555555555556,tt,reversive,cryo,1962,xand,2017-06-09,2017-09-07
Defusekids,0.81,2,8,0.2,Monu,CRUC1AL,flashie,roque,SKYTTEN,2017-06-09,2017-09-07
DEEZ NUTS,0.96,1,2,0.3333333333333333,jrz,gabesson,rezex,jOELZ,HECTOz,2017-06-09,2017-09-07
myRevenge,0.87,0,1,0.0,NOFEAR,FIFI,Aaron,er9k,bzt,2017-06-09,2017-09-07
CHUPAS,1.15,4,1,0.8,sanzen,ad3m,Spywar,flex,Ayes,2017-06-09,2017-09-07
FTW.Evo,0.87,0,2,0.0,Lour0,NABOWOW,stadodo,w0rms,dixon,2017-06-09,2017-09-07
Pnda,1.04,8,8,0.5,SileNt,aKis,ichibaNNN,sancz,just9n,2017-06-09,2017-09-07
WySix,1.03,16,16,0.5,waneG,ZywOo,wallax,MetaL,nonick,2017-06-09,2017-09-07
ASLACK123,0.58,0,2,0.0,shrew,siph,k0mplex,spOxzer,s1ck,2017-06-09,2017-09-07
Temp.no,0.95,1,2,0.3333333333333333,PAINT,H4RR3,aNdz,becker,KORN,2017-06-09,2017-09-07
Fraternitas,0.84,3,4,0.42857142857142855,Notuud,Fraged,Pechyn,DKN,Relia,2017-06-09,2017-09-07
Project_Polygon,0.80,0,2,0.0,Requ1em,kim wolf,Rwinbeu,CaLix,Yui,2017-06-09,2017-09-07
QuetzaL,1.22,5,2,0.7142857142857143,Destr0,Simple,yoloking,Anonymoose,Gonnak,2017-06-09,2017-09-07
AFCA,1.24,5,0,1.0,ketchup,xillian,spinM,Fement,Hntrke,2017-06-09,2017-09-07
Bee's Money Crew,1.19,11,4,0.7333333333333333,WARDELL,CONNOR93,neptune,steel,Dallas,2017-06-09,2017-09-07
LDDM,0.99,2,2,0.5,SprayMan,f11,zam,mawth,esk4d4,2017-06-09,2017-09-07
Green Crosshair,0.51,0,2,0.0,Kobra,GulF,YJM,iNTRO,Harry,2017-06-09,2017-09-07
SUPERTEAM,0.83,1,2,0.3333333333333333,GAME,Per0N,yzn,Courty,melonhead,2017-06-09,2017-09-07
KiD,0.78,1,4,0.2,Kiddo,Nation,1ukey,dugan,soju_j,2017-06-09,2017-09-07
Rebellion,0.94,2,4,0.3333333333333333,Rap,Iris,Poppy,J0hnnyP,Zac,2017-06-09,2017-09-07
Sabertooth,1.07,6,1,0.8571428571428571,Tony,Xiah,shynW,Kim,hoag,2017-06-09,2017-09-07
SemperX,0.86,2,4,0.3333333333333333,Impale,Fox,forsaken,MithilF,kriSSh,2017-06-09,2017-09-07
Alpha,0.80,1,2,0.3333333333333333,wusung,notaN,Kristou,Vazor,thamlike,2017-06-09,2017-09-07
Planetkey,0.91,7,19,0.2692307692307692,r0bs3n,alexRr,oddo,kressy,pulzG,2017-06-09,2017-09-07
mCon,1.04,4,2,0.6666666666666666,SkillmasjineJJ,Bernard,conviq,xavi,Clash,2017-06-09,2017-09-07
Funkd,1.00,7,8,0.4666666666666667,eLUSIVE,p00chy,soju_j,yellow,Senyour,2017-06-09,2017-09-07
TPCU,0.64,0,2,0.0,bOlu,EzShow,SharK,SaSaKi,BBQ,2017-06-09,2017-09-07
Ezentify,0.68,0,3,0.0,c4ke,yourwombat,Mayker,Pride,pl1xx,2017-06-09,2017-09-07
Cortex Red,0.59,0,3,0.0,TwistEZ,xeqtr,Meikai,Relaapze,FAZZ,2017-06-09,2017-09-07
PkD Academy,0.68,0,2,0.0,Meltrox,Xaisty,Per0N,Pashorty,maxe,2017-06-09,2017-09-07
BLUEJAYS,0.79,1,2,0.3333333333333333,Nino,Synergy,chrissK,Shipta,ReacTioNNN,2017-06-09,2017-09-07
attackiereN,1.05,3,3,0.5,oskarish,crank,peet,fines,michi,2017-06-09,2017-09-07
Miraculous Hawks,0.72,0,2,0.0,USAM,FatherMO,Lusty,Ray,laimon,2017-06-09,2017-09-07
naegt 2.0,0.80,0,2,0.0,Jackinho,keeso,Xaisty,KALIBR,duckieChan,2017-06-09,2017-09-07
TheInvictus,0.57,0,2,0.0,7wiCey,iam_Alan,LanDhy,Ana.Rchist,Y1pLaU,2017-06-09,2017-09-07
6sense,1.10,4,4,0.5,Relax,watt1,sad1,lewe,nolaN,2017-06-09,2017-09-07
Veneration,0.89,0,2,0.0,Tiaantije,Crankz,SloWye,Light,Zeo,2017-06-09,2017-09-07
Orgless,0.64,0,2,0.0,DaRew0w,smitherz,Stain,TheM4N,Crucial,2017-06-09,2017-09-07
ColdGame,0.78,0,2,0.0,etl,Ou7bReaK,hiji,TiGER,Flande,2017-06-09,2017-09-07
Damage Control,0.70,2,6,0.25,inciN,stYle,Hellhound,Apocalypse,Explicit,2017-06-09,2017-09-07
EMC,0.81,1,2,0.3333333333333333,hypathor,CHIMEI,chancehangtsz,fagger,dre9,2017-06-09,2017-09-07
Imperium,0.71,0,2,0.0,migz,Raiii,YEBAH,Getziimov,BORKUM,2017-06-09,2017-09-07
Darayu Delta Squad,0.79,1,2,0.3333333333333333,vostok,Eeyore,adrnking,kylooshka,zxczxc,2017-06-09,2017-09-07
Bpro,0.92,22,30,0.4230769230769231,blocker,psycho,poizon,LefteriY,SHiPZ,2017-06-09,2017-09-07
Dobrev,0.76,0,2,0.0,cq,gui,slv,BIEL THE MAGICIAN,gaabxx,2017-06-09,2017-09-07
Zeta Strike,0.52,0,1,0.0,inmausx,BrauJ,Klauss,feLiZnOJkE,fara,2017-06-09,2017-09-07
BOM,0.81,0,2,0.0,Something,kevinLoo,kavi,1521871,FFA,2017-06-09,2017-09-07
MONARCHS,1.00,2,2,0.5,JDC,yb,Lemon,impulsG,Cedii,2017-06-09,2017-09-07
BOOM,0.92,0,2,0.0,asteriskk,mindfreak,6fingers,Gruvee,MaverickZz,2017-06-09,2017-09-07
Entry,0.74,0,2,0.0,crAxy,Kaos,F1uker,DK,Capricorn,2017-06-09,2017-09-07
ikarus,0.64,0,2,0.0,Denny,inter,Rb,CalaMiTY,Hidel,2017-06-09,2017-09-07
Black Jaguar,1.18,2,1,0.6666666666666666,nezzi,vtR,andrewd-,zock,NOOZ,2017-06-09,2017-09-07
Toast2Coast,0.98,2,2,0.5,Glue_Eater,WarSloth,D0ffy,TinUP,ColeUP,2017-06-09,2017-09-07
Luccini,0.95,4,6,0.4,peyeS,yenKOGOD,JUNKERR,rubb,demente,2017-06-09,2017-09-07
Virtual Alliance,0.84,0,2,0.0,inst1nctive,cut67,Xure,28ADR,XPZ,2017-06-09,2017-09-07
Plant-It Hollywood,0.55,0,2,0.0,Corbin-hax-,DirtyHorton,boo,en-Vee,KPS_,2017-06-09,2017-09-07
squadmoveout,0.83,0,1,0.0,hades,mCe,FGB,cp2,crashies,2017-06-09,2017-09-07
Sizzle,0.91,0,1,0.0,rodneyP,BPIZZLE,w0w,DaneJoris,iRONMAN,2017-06-09,2017-09-07
Rest In Paradise,0.54,0,2,0.0,Critzby,Jeranko,daltonlws,tylerIRl,Bewd,2017-06-09,2017-09-07
On The Run,0.51,0,1,0.0,Voided,iigLu,lO_o,Mvpg-,bthd,2017-06-09,2017-09-07
seven,1.79,4,0,1.0,sPiKe,Tight,detinate,clvR,EddezeNNN,2017-06-09,2017-09-07
Baghlan,0.56,0,1,0.0,lehazor,synd,kinqie,frepy,Leo,2017-06-09,2017-09-07
VECA,0.93,3,4,0.42857142857142855,dayton,ZIM,allee,AudDzh,Tony,2017-06-09,2017-09-07
icek0ldt,0.67,0,1,0.0,tobyy,fweak,Clark,Zika,Trixit,2017-06-09,2017-09-07
Big 5,1.01,4,5,0.4444444444444444,kustoM,Spartan,Konvict,LighteRTZ,PuFFy,2017-06-09,2017-09-07
wyfyka,0.78,0,2,0.0,teeja,softstyleR,keen,outwerk,SLY,2017-06-09,2017-09-07
:domigais:,0.65,0,2,0.0,salix,GRAZSEN,discplex,n0ki,nopper,2017-06-09,2017-09-07
CAZ,0.90,2,3,0.4,ofvirkur,kruzer,peterr,th0rsteinnf,CaPPiNg!,2017-06-09,2017-09-07
5ive troller,1.02,1,2,0.3333333333333333,KJ,DIVINE,MIKECHAN,Gudetama,IVAN,2017-06-09,2017-09-07
Brats,0.67,0,2,0.0,Kazaf,Kev!n,Tor4nz,Rkpower,Wan,2017-06-09,2017-09-07
NineLives,0.75,1,2,0.3333333333333333,jatta,mgnt,kilas,fEEwE,SYSTEM,2017-06-09,2017-09-07
AKARA,0.76,0,2,0.0,Foscmorc,blaZek1ng,nth21,Tsukamoto,vnijdag,2017-06-09,2017-09-07
CK$,1.16,4,1,0.8,superhck,UGARR,R0b3n,prelideN,hek,2017-06-09,2017-09-07
Umboðsmenn,0.55,0,2,0.0,lezark,sNkY,joejoekj$,BDSM,kutter,2017-06-09,2017-09-07
Majestic Lions,0.93,2,4,0.3333333333333333,spexo,pemi,nelv1,garzeN,ecko,2017-06-09,2017-09-07
Blight,0.96,6,11,0.35294117647058826,joshbM,flashstep,sneaky,Dewey,RZU,2017-06-09,2017-09-07
FootGang,0.57,0,2,0.0,Duwis,jimmytryhard,baer,Sublimey,Vinny,2017-06-09,2017-09-07
rTE,0.90,6,8,0.42857142857142855,Mumu,Lieu,Kano,nightsama,Shelter,2017-06-09,2017-09-07
Goliath,0.67,0,2,0.0,massacRe,Golz,deviaNt,HackeM,Nefan,2017-06-09,2017-09-07
Dzirkstele,0.50,0,1,0.0,Feagleyy,Warden,rAW,nopper,GekoNs,2017-06-09,2017-09-07
Nitrious,0.79,1,2,0.3333333333333333,Douglas,Hunter,food,ShoT_UP,mizoo,2017-06-09,2017-09-07
AlienTech,1.08,7,3,0.7,Pizituh,JUST,zlynx,obj,ZELIN,2017-06-09,2017-09-07
Comanche,1.00,5,2,0.7142857142857143,SEVERIN,tr3vl,R0b3n,interz,xsepower,2017-06-09,2017-09-07
Luxul,0.89,4,5,0.4444444444444444,igiebup,lio,CleanUpGuy,henkez0t,Mikke,2017-06-09,2017-09-07
Velocity,0.98,2,3,0.4,Fiziq,mickey,kuba,seziwana,Winsum,2017-06-09,2017-09-07
TTFU,0.97,8,10,0.4444444444444444,Geko,pNshr,STANNISLAW,ivrchy,MILENK0,2017-06-09,2017-09-07
Core Impact,0.91,0,2,0.0,KEVIN,poolboyQ,nW^,Blayze,Killpo1,2017-06-09,2017-09-07
Squared,0.94,8,14,0.36363636363636365,HOLMES,shev,juricM,Dav,JORDAN,2017-06-09,2017-09-07
GameplayDNA,1.08,13,9,0.5909090909090909,Delection,Butters,Aikas,haflex,Carcass,2017-06-09,2017-09-07
Nodachi,0.69,0,5,0.0,ketchup,xillian,spinM,Fement,Hntrke,2017-06-09,2017-09-07
Vexed Academy,0.86,3,5,0.375,DEFINE,kreaz,pyth,Kvik,EspiranTo,2017-06-09,2017-09-07
KÄFTSMÄLL,0.79,1,4,0.2,sanzen,kurtaliz,grux,MKN,ad3m,2017-06-09,2017-09-07
Recca,1.09,20,13,0.6060606060606061,xccurate,roseau,FrostMisty,Sys,crazyguy,2017-06-09,2017-09-07
TheLegendOf,0.79,0,4,0.0,Lizz,izaya,hang4u,shinobi,H4wK,2017-06-09,2017-09-07
Uniquestars,1.35,3,0,1.0,FrizeR,zi,LaNrefNi,Nertz,shp3x,2017-06-09,2017-09-07
Insidious,1.01,4,4,0.5,StyroN,Mxtique,w1nt3r,fal.,DeCapitate,2017-06-09,2017-09-07
wckymooode,0.95,1,2,0.3333333333333333,republic,belzebub,eddeman,wacky,koveleh,2017-06-09,2017-09-07
fish123,1.15,4,0,1.0,robiin,Sliggy,MiGHTYMAX,yNc,smooya,2017-06-09,2017-09-07
Heaven's Devils,0.91,2,5,0.2857142857142857,becker,Reality,L0NER,Lord,Charybdis,2017-06-09,2017-09-07
Invictus Aquilas,0.98,4,6,0.4,s0ules,iGm,GEOHYPE,SpeezyX9,starkiller,2017-06-09,2017-09-07
Playing Ducks,1.00,16,19,0.45714285714285713,HyPe,kalinka,pounh,lukjjE,nukkye,2017-06-09,2017-09-07
