Date,Team1,Team2,Map,Team1_Win,Team2_Win
2016-09-04,ENCORE,SkitLite,Mirage,1,0
2016-09-04,Tarantula,VATIC,Mirage,0,1
2016-09-04,slisk,fnatic Academy,Cache,0,1
2016-09-04,passions,LetExerzCarry,Overpass,1,0
2016-09-04,PENTA,EURONICS,Cache,1,0
2016-09-04,EURONICS,PENTA,Nuke,0,1
2016-09-05,HellRaisers,ANOX,Cache,1,0
2016-09-05,HellRaisers,ANOX,Mirage,1,0
2016-09-04,CNB,Remo Brave,Train,0,1
2016-09-05,LGR,Preparation,Cobblestone,0,1
2016-09-04,Remo Brave,CNB,Cache,0,1
2016-09-05,Geekunit,Tengri,Mirage,0,1
2016-09-04,Remo Brave,CNB,Dust2,1,0
2016-09-05,Space Soldiers,VwS,Mirage,0,1
2016-09-04,DarkPassage,Iwku,Cache,0,1
2016-09-05,Singularity,Millenium,Nuke,0,1
2016-09-04,Relentless,Qulity,Mirage,0,1
2016-09-05,WCNL,ArchAngels,Mirage,0,1
2016-09-04,deadweight,VATIC,Mirage,1,0
2016-09-05,EnRo GRIFFINS,walkover,Mirage,0,1
2016-09-04,passions,fnatic Academy,Mirage,1,0
2016-09-04,Immortals,Cloud9,Cobblestone,1,0
2016-09-04,Immortals,Cloud9,Train,0,1
2016-09-04,Cloud9,Immortals,Overpass,0,1
2016-09-05,InFlames,Tricked,Overpass,0,1
2016-09-04,Qulity,CHAOS,Dust2,0,1
2016-09-05,eSuba,DarkPassage,Mirage,1,0
2016-09-04,ENCORE,Iwku,Mirage,1,0
2016-09-04,FaZe,Astralis,Mirage,0,1
2016-09-04,Astralis,FaZe,Train,1,0
2016-09-05,Tengri,ArchAngels,Mirage,1,0
2016-09-04,BLUEJAYS,PENTA,Mirage,0,1
2016-09-06,walkover,VwS,Dust2,1,0
2016-09-06,Preparation,Tricked,Mirage,0,1
2016-09-04,PENTA,BLUEJAYS,Cache,1,0
2016-09-06,Millenium,eSuba,Dust2,0,1
2016-09-06,Tengri,walkover,Mirage,1,0
2016-09-06,eSuba,Tricked,Mirage,0,1
2016-09-06,walkover,eSuba,Cache,1,0
2016-09-06,onestop,Parallax,Cobblestone,1,0
2016-09-06,onestop,Parallax,Mirage,0,1
2016-09-05,g3x,INTZ,Cobblestone,1,0
2016-09-06,Athletico,Skyfire,Nuke,0,1
2016-09-05,g3x,INTZ,Overpass,1,0
2016-09-06,Skyfire,Athletico,Mirage,0,1
2016-09-06,PRIDE,Space Soldiers,Mirage,0,1
2016-09-06,PRIDE,Space Soldiers,Cobblestone,0,1
2016-09-06,Tengri,Gambit,Train,1,0
2016-09-06,Gambit,Tengri,Cache,0,1
2016-09-06,MK,Kinguin,Overpass,0,1
2016-09-06,Kinguin,MK,Cobblestone,1,0
2016-09-05,Dai Dai,Black Dragons,Mirage,0,1
2016-09-06,ALTERNATE aTTaX,Preparation,Cobblestone,0,1
2016-09-06,PENTA,FaZe,Mirage,0,1
2016-09-06,FaZe,PENTA,Cache,1,0
2016-09-05,Black Dragons,Dai Dai,Cache,1,0
2016-09-05,mousesports,GODSENT,Dust2,0,1
2016-09-05,mousesports,GODSENT,Cache,1,0
2016-09-05,mousesports,GODSENT,Mirage,0,1
2016-09-05,ANOX,HellRaisers,Train,1,0
2016-09-06,Spirit,Preparation,Overpass,0,1
2016-09-06,Spirit,Preparation,Cobblestone,1,0
2016-09-06,Preparation,Spirit,Dust2,0,1
2016-09-06,PRIDE,MK,Cobblestone,1,0
2016-09-06,MK,PRIDE,Dust2,0,1
2016-09-07,LGR,Space Soldiers,Cobblestone,0,1
2016-09-07,Space Soldiers,LGR,Train,1,0
2016-09-07,Selfless,eUnited,Dust2,0,1
2016-09-07,eUnited,Selfless,Mirage,0,1
2016-09-07,Winterfox,eUnited,Cache,1,0
2016-09-07,eUnited,Winterfox,Mirage,0,1
2016-09-07,Immunity,AVANT,Mirage,1,0
2016-09-07,HellRaisers,NiP,Cache,0,1
2016-09-07,Immunity,AVANT,Dust2,1,0
2016-09-07,GODSENT,Dignitas,Mirage,1,0
2016-09-07,Chiefs,Legacy,Nuke,1,0
2016-09-07,G2,MVP Project,Train,1,0
2016-09-07,Chiefs,Legacy,Train,1,0
2016-09-07,FaZe,FlipSid3,Train,1,0
2016-09-07,TYLOO,Natus Vincere,Mirage,1,0
2016-09-07,walkover,G2,Dust2,0,1
2016-09-07,G2,walkover,Cache,1,0
2016-09-07,Tricked,Kinguin,Train,0,1
2016-09-07,Kinguin,Tricked,Mirage,0,1
2016-09-07,Tricked,Kinguin,Overpass,0,1
2016-09-08,MVP Project,FlipSid3,Mirage,0,1
2016-09-07,FaZe,CHAOS,Dust2,0,1
2016-09-08,G2,FaZe,Dust2,1,0
2016-09-08,Gambit,Dignitas,Nuke,0,1
2016-09-08,Dignitas,Gambit,Cobblestone,1,0
2016-09-07,CHAOS,FaZe,Cache,0,1
2016-09-08,Astralis,Natus Vincere,Dust2,1,0
2016-09-07,CHAOS,FaZe,Mirage,0,1
2016-09-07,HEADSHOTBG,Epiphany Bolt,Mirage,0,1
2016-09-08,FaZe,HellRaisers,Nuke,1,0
2016-09-07,Heroic,Astralis,Train,1,0
2016-09-10,Renegades,paiN,Cobblestone,1,0
2016-09-08,HellRaisers,FaZe,Train,0,1
2016-09-07,ANOX,MK,Cache,0,1
2016-09-10,SofaKingGood,RONIN,Cache,0,1
2016-09-08,Epiphany Bolt,Refuse,Nuke,0,1
2016-09-07,MK,ANOX,Dust2,1,0
2016-09-10,SofaKingGood,RONIN,Overpass,0,1
2016-09-08,Epiphany Bolt,Refuse,Train,1,0
2016-09-07,eSuba,Refuse,Nuke,0,1
2016-09-10,Magnum Monsters,exitto,Nuke,1,0
2016-09-08,Epiphany Bolt,Refuse,Cache,1,0
2016-09-07,ALTERNATE aTTaX,FlipSid3,Overpass,1,0
2016-09-10,Magnum Monsters,exitto,Train,0,1
2016-09-08,Kung Fu Masters,NokSuKao,Mirage,0,1
2016-09-07,ALTERNATE aTTaX,FlipSid3,Cobblestone,1,0
2016-09-10,exitto,Magnum Monsters,Cobblestone,0,1
2016-09-08,NokSuKao,Kung Fu Masters,Overpass,1,0
2016-09-07,ENCE,Spirit,Mirage,0,1
2016-09-10,Legacy,Parallax,Cobblestone,1,0
2016-09-08,Virtus.pro,VG.CyberZen,Mirage,0,1
2016-09-08,G2,Kinguin,Cobblestone,1,0
2016-09-08,Kinguin,G2,Cache,0,1
2016-09-07,Tengri,Dignitas,Mirage,1,0
2016-09-10,plusvee,Sneaky Assasins,Mirage,0,1
2016-09-08,Virtus.pro,Envy,Cobblestone,0,1
2016-09-07,Dignitas,Tengri,Dust2,1,0
2016-09-10,elixe4,Dark Sided,Mirage,0,1
2016-09-08,Tengri,Shadows,Train,1,0
2016-09-07,Dignitas,Tengri,Nuke,1,0
2016-09-10,The Burgermen,onestop,Mirage,0,1
2016-09-08,Shadows,Tengri,Mirage,0,1
2016-09-07,Heroic,TYLOO,Cobblestone,1,0
2016-09-10,Legacy,Sneaky Assasins,Dust2,1,0
2016-09-08,Cloud9,VG.CyberZen,Mirage,1,0
2016-09-07,deadweight,GODSENT,Cache,0,1
2016-09-10,Legacy,Sneaky Assasins,Cobblestone,1,0
2016-09-08,PRIDE,XPC,Overpass,1,0
2016-09-07,GODSENT,deadweight,Mirage,1,0
2016-09-10,onestop,Dark Sided,Mirage,1,0
2016-09-08,XPC,PRIDE,Cobblestone,0,1
2016-09-07,GODSENT Academy,XPC,Mirage,0,1
2016-09-07,passions,Gambit,Mirage,0,1
2016-09-07,passions,Gambit,Cobblestone,0,1
2016-09-10,onestop,Dark Sided,Train,1,0
2016-09-10,FlipSid3,Cloud9,Overpass,0,1
2016-09-10,Cloud9,FlipSid3,Train,0,1
2016-09-10,Cloud9,FlipSid3,Mirage,1,0
2016-09-08,ALTERNATE aTTaX,GODSENT,Dust2,1,0
2016-09-07,fnatic,FaZe,Mirage,0,1
2016-09-10,Grinny Bankers,Parallax,Mirage,0,1
2016-09-08,ALTERNATE aTTaX,GODSENT,Overpass,0,1
2016-09-07,ENCORE,HellRaisers,Cache,0,1
2016-09-10,AVANT,Dark Sided,Dust2,1,0
2016-09-08,ALTERNATE aTTaX,GODSENT,Cache,1,0
2016-09-08,Space Soldiers,Kinguin,Overpass,0,1
2016-09-08,Space Soldiers,Kinguin,Dust2,1,0
2016-09-07,HellRaisers,ENCORE,Dust2,0,1
2016-09-10,Chiefs,Immunity,Cobblestone,1,0
2016-09-08,Kinguin,Space Soldiers,Train,1,0
2016-09-07,HellRaisers,ENCORE,Train,1,0
2016-09-10,Legacy,Athletico,Train,1,0
2016-09-09,Force of Nature,TRS,Cache,1,0
2016-09-07,FaZe,fnatic,Cache,0,1
2016-09-10,Astralis,NiP,Cache,1,0
2016-09-09,TRS,Force of Nature,Mirage,0,1
2016-09-07,Kinguin,Space Soldiers,Cache,0,1
2016-09-10,Astralis,NiP,Dust2,0,1
2016-09-09,Dignitas,GODSENT,Dust2,1,0
2016-09-07,Kinguin,Space Soldiers,Cobblestone,1,0
2016-09-10,NiP,Astralis,Overpass,1,0
2016-09-09,Dignitas,GODSENT,Overpass,1,0
2016-09-07,Kinguin,Space Soldiers,Mirage,1,0
2016-09-10,Chiefs,Legacy,Cache,1,0
2016-09-09,FlipSid3,FaZe,Train,0,1
2016-09-07,FMESPORTS,PRIDE,Mirage,0,1
2016-09-07,Envy,Cloud9,Cobblestone,0,1
2016-09-10,AVANT,Parallax,Mirage,1,0
2016-09-10,passions,FlipSid3,Overpass,0,1
2016-09-10,passions,FlipSid3,Mirage,0,1
2016-09-10,Envy,G2,Dust2,0,1
2016-09-10,G2,Envy,Cobblestone,1,0
2016-09-09,FaZe,FlipSid3,Nuke,0,1
2016-09-07,PENTA,mousesports,Mirage,0,1
2016-09-10,Heroic,Dignitas,Cobblestone,0,1
2016-09-09,FaZe,FlipSid3,Cache,0,1
2016-09-07,mousesports,PENTA,Cobblestone,1,0
2016-09-10,Dignitas,Heroic,Nuke,0,1
2016-09-09,Astralis,TYLOO,Train,1,0
2016-09-07,PRIDE,Space Soldiers,Cobblestone,1,0
2016-09-10,Heroic,Dignitas,Mirage,0,1
2016-09-09,TYLOO,Astralis,Overpass,1,0
2016-09-07,PRIDE,Space Soldiers,Dust2,0,1
2016-09-10,SK,paiN,Train,1,0
2016-09-09,Astralis,TYLOO,Mirage,1,0
2016-09-07,PRIDE,Space Soldiers,Mirage,0,1
2016-09-10,SK,paiN,Overpass,1,0
2016-09-09,Epiphany Bolt,PRIDE,Cache,0,1
2016-09-08,OpTic,Splyce,Mirage,1,0
2016-09-10,Selfless,SofaKingGood,Overpass,1,0
2016-09-09,PRIDE,Epiphany Bolt,Overpass,0,1
2016-09-08,frequency,Dynasty,Train,1,0
2016-09-10,Selfless,SofaKingGood,Dust2,1,0
2016-09-09,PRIDE,Epiphany Bolt,Dust2,1,0
2016-09-08,Dynasty,frequency,Mirage,1,0
2016-09-11,RED Canids,BigGods,Dust2,0,1
2016-09-09,FlipSid3,Tricked,Overpass,0,1
2016-09-08,Dynasty,frequency,Overpass,1,0
2016-09-11,BigGods,RED Canids,Mirage,0,1
2016-09-09,FlipSid3,Tricked,Mirage,1,0
2016-09-08,Splyce,OpTic,Cobblestone,0,1
2016-09-11,Winterfox,Denial,Mirage,1,0
2016-09-09,KoN Denmark,KoN Finland,Overpass,1,0
2016-09-08,Echo Fox,NRG,Dust2,0,1
2016-09-11,Blight,BB,Cache,1,0
2016-09-09,Envy,VG.CyberZen,Dust2,1,0
2016-09-08,Echo Fox,NRG,Mirage,0,1
2016-09-11,subtLe,Splyce,Train,0,1
2016-09-09,VG.CyberZen,Envy,Cache,0,1
2016-09-08,Dignitas,HellRaisers,Nuke,1,0
2016-09-11,Furious,Heavystompers,Cache,1,0
2016-09-09,KoN Norway,KoN Denmark,Dust2,0,1
2016-09-08,NiP,GODSENT,Overpass,1,0
2016-09-11,Furious,Heavystompers,Cobblestone,1,0
2016-09-09,KoN Norway,KoN Denmark,Cache,0,1
2016-09-09,Epsilon,passions,Dust2,1,0
2016-09-09,passions,Epsilon,Mirage,0,1
2016-09-11,Splyce,Immortals,Overpass,0,1
2016-09-10,Renegades,paiN,Mirage,0,1
2016-09-11,Winterfox,Blight,Mirage,0,1
2016-09-11,Immunity,SSU White,Mirage,1,0
2016-09-11,Funky Monkeys,Athletico,Cache,0,1
2016-09-11,Grinny Bankers,Incept,Mirage,1,0
2016-09-11,Chiefs,AVANT,Nuke,0,1
2016-09-11,Athletico,Immunity,Overpass,1,0
2016-09-11,Athletico,Immunity,Nuke,0,1
2016-09-11,Immunity,Athletico,Mirage,0,1
2016-09-11,Grinny Bankers,AVANT,Overpass,0,1
2016-09-11,AVANT,Grinny Bankers,Cobblestone,1,0
2016-09-11,ImbaTV,SL Talents,Cache,1,0
2016-09-11,Friends,Bpro,Dust2,1,0
2016-09-11,Bpro,Friends,Train,0,1
2016-09-11,WinFiction,HEADSHOTBG,Cobblestone,0,1
2016-09-11,WinFiction,HEADSHOTBG,Train,1,0
2016-09-11,WinFiction,HEADSHOTBG,Overpass,1,0
2016-09-11,Cloud9,NiP,Dust2,0,1
2016-09-11,Cloud9,NiP,Cobblestone,0,1
2016-09-11,WinFiction,Friends,Nuke,0,1
2016-09-11,WinFiction,Friends,Cache,0,1
2016-09-11,Dignitas,G2,Cobblestone,0,1
2016-09-11,G2,Dignitas,Dust2,1,0
2016-09-11,passions,Gambit,Cobblestone,1,0
2016-09-11,passions,Gambit,Mirage,0,1
2016-09-11,Epsilon,FlipSid3,Mirage,1,0
2016-09-11,Epsilon,FlipSid3,Overpass,1,0
2016-09-11,G2,NiP,Cache,0,1
2016-09-11,NiP,G2,Overpass,1,0
2016-09-11,Bee's Money Crew,Vault,Train,0,1
2016-09-11,Bee's Money Crew,Vault,Cobblestone,0,1
2016-09-11,paiN,RONIN,Mirage,1,0
2016-09-11,RONIN,paiN,Overpass,0,1
2016-09-11,Real Street Gamers,Insomnia,Cache,0,1
2016-09-11,Real Street Gamers,Insomnia,Dust2,1,0
2016-09-11,Real Street Gamers,Insomnia,Overpass,1,0
2016-09-12,ALTERNATE aTTaX,Spirit,Cobblestone,1,0
2016-09-12,Spirit,ALTERNATE aTTaX,Dust2,0,1
2016-09-12,Gambit,PuddiPuddi,Cache,1,0
2016-09-12,PuddiPuddi,Gambit,Cobblestone,0,1
2016-09-12,Alpha,eXtatus,Cache,0,1
2016-09-12,eXtatus,Alpha,Cobblestone,1,0
2016-09-13,NRG,OpTic,Cache,0,1
2016-09-13,NRG,OpTic,Cobblestone,0,1
2016-09-11,Prospects,Selfless,Overpass,0,1
2016-09-13,The Legends,paiN,Train,0,1
2016-09-13,Immortals,Complexity,Cache,1,0
2016-09-13,Complexity,Immortals,Overpass,0,1
2016-09-13,Braindead,eUnited,Dust2,0,1
2016-09-11,Selfless,Prospects,Dust2,1,0
2016-09-13,Descend,eUnited,Mirage,0,1
2016-09-13,Echo Fox,TSM,Mirage,0,1
2016-09-13,TSM,Echo Fox,Dust2,0,1
2016-09-13,Echo Fox,TSM,Cache,0,1
2016-09-13,subtLe,Winterfox,Mirage,1,0
2016-09-13,paiN,subtLe,Mirage,1,0
2016-09-13,paiN,eUnited,Mirage,0,1
2016-09-13,Athletico,Parallax,Mirage,0,0
2016-09-13,Athletico,Parallax,Overpass,1,0
2016-09-11,eUnited,Denial,Mirage,1,0
2016-09-12,g3x,Dai Dai,Cobblestone,1,0
2016-09-12,g3x,Dai Dai,Nuke,1,0
2016-09-13,Norway,Poland,Dust2,1,0
2016-09-12,Serpentis,Muffin Lightning,Mirage,0,1
2016-09-13,Norway,Poland,Mirage,0,1
2016-09-12,Bee's Money Crew,Real Street Gamers,Dust2,1,0
2016-09-12,paiN,Splyce,Mirage,0,1
2016-09-12,eUnited,Muffin Lightning,Cache,0,1
2016-09-12,Innova,CNB,Cache,1,0
2016-09-12,CNB,Innova,Train,1,0
2016-09-12,Winterfox,Splyce,Dust2,0,1
2016-09-13,Norway,Poland,Cache,0,1
2016-09-13,Immunity,onestop,Train,1,0
2016-09-13,onestop,Immunity,Nuke,1,0
2016-09-13,Gambit,NokSuKao,Mirage,1,0
2016-09-13,Gambit,NokSuKao,Dust2,1,0
2016-09-13,Dignitas,Heroic,Overpass,1,0
2016-09-13,Dignitas,Heroic,Cache,1,0
2016-09-12,Bee's Money Crew,Vault,Cobblestone,1,0
2016-09-13,Germany,Finland,Mirage,0,1
2016-09-12,Bee's Money Crew,Vault,Cache,1,0
2016-09-13,Germany,Finland,Cache,0,1
2016-09-12,Vault,Bee's Money Crew,Mirage,0,1
2016-09-12,iNETKOXTV,XPC,Dust2,1,0
2016-09-12,iNETKOXTV,XPC,Mirage,0,1
2016-09-12,iNETKOXTV,XPC,Cache,0,1
2016-09-12,Spirit,Enso,Dust2,1,0
2016-09-12,Spirit,Enso,Mirage,1,0
2016-09-13,eXtatus,KNR,Cache,1,0
2016-09-13,eXtatus,KNR,Mirage,0,1
2016-09-13,KNR,eXtatus,Dust2,0,1
2016-09-13,LGR,ANOX,Cache,1,0
2016-09-13,LGR,ANOX,Train,1,0
2016-09-13,FaZe,mousesports,Dust2,0,1
2016-09-13,fnatic,Virtus.pro,Cobblestone,1,0
2016-09-13,Heroic,Tricked,Cobblestone,0,1
2016-09-13,Tricked,Heroic,Overpass,1,0
2016-09-13,HellRaisers,Tengri,Train,0,1
2016-09-13,HellRaisers,Tengri,Cobblestone,0,1
2016-09-13,mousesports,FaZe,Mirage,1,0
2016-09-13,GODSENT Academy,Refuse,Cache,0,1
2016-09-13,Refuse,GODSENT Academy,Overpass,0,1
2016-09-13,Refuse,GODSENT Academy,Cobblestone,1,0
2016-09-13,Virtus.pro,fnatic,Dust2,0,1
2016-09-13,Gambit,FlipSid3,Train,1,0
2016-09-13,FlipSid3,Gambit,Mirage,1,0
2016-09-13,PENTA,Heroic,Overpass,1,0
2016-09-13,Spirit,Tengri,Dust2,1,0
2016-09-13,Spirit,Tengri,Mirage,1,0
2016-09-13,G2,Dignitas,Cobblestone,1,0
2016-09-13,Heroic,PENTA,Nuke,1,0
2016-09-13,Dignitas,G2,Dust2,1,0
2016-09-14,Renegades,Selfless,Cache,1,0
2016-09-14,Selfless,Renegades,Cobblestone,0,1
2016-09-14,Selfless,NRG,Dust2,0,1
2016-09-14,Splyce,Renegades,Dust2,0,1
2016-09-14,Selfless,NRG,Cobblestone,0,1
2016-09-14,Splyce,Renegades,Nuke,0,1
2016-09-14,Immortals,OpTic,Cobblestone,1,0
2016-09-14,Complexity,Echo Fox,Train,0,1
2016-09-14,Immortals,OpTic,Cache,0,1
2016-09-14,Echo Fox,Complexity,Mirage,0,1
2016-09-14,Legacy,Skyfire,Nuke,1,0
2016-09-14,Legacy,Skyfire,Cobblestone,1,0
2016-09-14,AVANT,Chiefs,Mirage,0,1
2016-09-14,Denmark,Belgium,Dust2,1,0
2016-09-14,Belgium,Denmark,Train,0,1
2016-09-14,AVANT,Chiefs,Train,0,1
2016-09-14,Kazakhstan,Finland,Dust2,0,1
2016-09-14,Kazakhstan,Finland,Cache,1,0
2016-09-14,Finland,Kazakhstan,Train,0,1
2016-09-14,iNETKOXTV,KNR,Cobblestone,1,0
2016-09-14,Epiphany Bolt,Preparation.Yellow,Cache,1,0
2016-09-14,Preparation.Yellow,Epiphany Bolt,Overpass,0,1
2016-09-14,NokSuKao,FlipSid3,Cobblestone,0,1
2016-09-14,FlipSid3,NokSuKao,Overpass,0,1
2016-09-14,NokSuKao,FlipSid3,Train,0,1
2016-09-14,WinFiction,DarkPassage,Overpass,1,0
2016-09-14,CLG,NRG,Cache,0,1
2016-09-14,NRG,CLG,Cobblestone,1,0
2016-09-14,fnatic,Dignitas,Overpass,0,1
2016-09-14,NiP,Astralis,Dust2,1,0
2016-09-14,Heroic,Preparation,Mirage,1,0
2016-09-14,Heroic,Preparation,Cobblestone,1,0
2016-09-14,No Problem!,PRIDE,Mirage,0,1
2016-09-14,Liquid,eUnited,Dust2,1,0
2016-09-14,Liquid,eUnited,Mirage,1,0
2016-09-14,Dignitas,fnatic,Cobblestone,1,0
2016-09-14,Astralis,NiP,Overpass,1,0
2016-09-14,Selfless,TSM,Mirage,0,1
2016-09-14,TSM,Selfless,Dust2,0,1
2016-09-14,TSM,Selfless,Cache,1,0
2016-09-14,FMESPORTS,Epiphany Bolt,Cache,1,0
2016-09-14,Epiphany Bolt,FMESPORTS,Dust2,1,0
2016-09-14,FMESPORTS,Epiphany Bolt,Nuke,0,1
2016-09-14,Echo Fox,Splyce,Nuke,1,0
2016-09-14,Alpha,eXtatus,Cache,1,0
2016-09-14,Splyce,Echo Fox,Overpass,0,1
2016-09-14,Renegades,Luminosity,Train,1,0
2016-09-14,Renegades,Luminosity,Nuke,1,0
2016-09-14,Immortals,Blight,Overpass,1,0
2016-09-14,Immortals,Blight,Train,1,0
2016-09-14,Heroic,FlipSid3,Nuke,1,0
2016-09-14,Heroic,FlipSid3,Overpass,1,0
2016-09-14,mousesports,Envy,Dust2,1,0
2016-09-14,Dignitas,PENTA,Dust2,1,0
2016-09-14,Bpro,5b0rk4,Train,1,0
2016-09-14,Bpro,5b0rk4,Cobblestone,1,0
2016-09-14,mousesports,Envy,Mirage,1,0
2016-09-14,Complexity,OpTic,Cobblestone,0,1
2016-09-14,OpTic,Complexity,Cache,1,0
2016-09-14,PENTA,Dignitas,Overpass,0,1
2016-09-15,SK,RONIN,Train,1,0
2016-09-15,RONIN,SK,Mirage,0,1
2016-09-15,Renegades,Complexity,Dust2,0,1
2016-09-15,CLG,Immortals,Train,0,1
2016-09-15,Renegades,Complexity,Mirage,1,0
2016-09-15,CLG,Immortals,Cobblestone,0,1
2016-09-15,eUnited,Renegades,Dust2,0,1
2016-09-15,Selfless,Splyce,Train,1,0
2016-09-15,Muffin Lightning,SK,Cobblestone,0,1
2016-09-15,SK,Muffin Lightning,Mirage,1,0
2016-09-15,eUnited,Renegades,Nuke,0,1
2016-09-15,Splyce,Selfless,Cobblestone,0,1
2016-09-15,Poland,Sweden,Cache,0,1
2016-09-15,Sweden,Poland,Train,1,0
2016-09-15,Epsilon,Preparation,Mirage,0,1
2016-09-15,Epsilon,Preparation,Overpass,1,0
2016-09-15,Alpha,PRIDE,Cache,0,1
2016-09-15,Alpha,PRIDE,Cobblestone,0,1
2016-09-15,31337,ArchAngels,Mirage,0,1
2016-09-15,ArchAngels,31337,Dust2,1,0
2016-09-15,Immortals,TSM,Mirage,1,0
2016-09-15,TSM,Immortals,Cobblestone,0,1
2016-09-15,XPC,HEADSHOTBG,Cobblestone,1,0
2016-09-15,HEADSHOTBG,XPC,Mirage,0,1
2016-09-15,NiP,Natus Vincere,Overpass,0,1
2016-09-15,Astralis,fnatic,Mirage,0,1
2016-09-15,SK,NRG,Dust2,1,0
2016-09-15,SK,NRG,Overpass,1,0
2016-09-15,WinFiction,iNETKOXTV,Dust2,0,1
2016-09-15,WinFiction,iNETKOXTV,Train,0,1
2016-09-15,eSuba,GODSENT Academy,Mirage,0,1
2016-09-15,GODSENT Academy,eSuba,Cache,1,0
2016-09-15,Natus Vincere,NiP,Dust2,0,1
2016-09-15,fnatic,Astralis,Train,0,1
2016-09-15,Bpro,XPC,Overpass,1,0
2016-09-15,Bpro,XPC,Cache,0,1
2016-09-15,Bpro,XPC,Dust2,1,0
2016-09-15,G2,PENTA,Cache,1,0
2016-09-15,HellRaisers,Astralis,Mirage,0,1
2016-09-15,Echo Fox,Liquid,Mirage,0,1
2016-09-15,Liquid,Echo Fox,Nuke,0,1
2016-09-15,Echo Fox,Liquid,Dust2,1,0
2016-09-15,PENTA,G2,Cobblestone,0,1
2016-09-15,Astralis,HellRaisers,Train,1,0
2016-09-16,RONIN,Selfless,Cobblestone,1,0
2016-09-16,Selfless,RONIN,Train,1,0
2016-09-16,Renegades,OpTic,Cache,0,1
2016-09-16,OpTic,Renegades,Dust2,1,0
2016-09-16,eUnited,Liquid,Dust2,0,1
2016-09-16,CLG,NRG,Mirage,1,0
2016-09-16,eUnited,Liquid,Mirage,0,1
2016-09-16,CLG,NRG,Cobblestone,0,1
2016-09-16,Complexity,SK,Overpass,0,1
2016-09-16,Renegades,Echo Fox,Nuke,1,0
2016-09-16,SK,Complexity,Dust2,1,0
2016-09-16,Echo Fox,Renegades,Cache,1,0
2016-09-16,Signature,TheMongolz,Mirage,0,1
2016-09-16,Virtus.pro,Gambit,Cobblestone,1,0
2016-09-16,dream[S]cape,nxl,Train,1,0
2016-09-16,FlipSid3,Cloud9,Train,0,1
2016-09-16,EMC,Mineski,Mirage,1,0
2016-09-16,Heroic,Envy,Mirage,1,0
2016-09-16,fnatic Academy,ArchAngels,Overpass,0,1
2016-09-16,fnatic Academy,ArchAngels,Cache,1,0
2016-09-16,ArchAngels,fnatic Academy,Train,1,0
2016-09-16,VatosLocos,gBots,Cache,0,1
2016-09-16,gBots,VatosLocos,Mirage,0,1
2016-09-16,VatosLocos,gBots,Cobblestone,1,0
2016-09-16,EU4IA,k1ck,Cache,0,1
2016-09-16,EU4IA,k1ck,Overpass,0,1
2016-09-16,Tricked,GODSENT,Overpass,1,0
2016-09-16,GODSENT,Tricked,Train,1,0
2016-09-16,KoN Norway,KoN Denmark,Mirage,1,0
2016-09-16,KoN Denmark,KoN Norway,Dust2,0,1
2016-09-16,FaZe,Dignitas,Dust2,1,0
2016-09-16,Virtus.pro,Heroic,Train,1,0
2016-09-16,Epsilon,Tricked,Overpass,0,1
2016-09-16,Tricked,Epsilon,Mirage,0,1
2016-09-16,eSuba,Endpoint,Cache,1,0
2016-09-16,eSuba,Endpoint,Overpass,1,0
2016-09-16,VatosLocos,k1ck,Mirage,1,0
2016-09-16,k1ck,VatosLocos,Cache,1,0
2016-09-16,k1ck,VatosLocos,Train,0,1
2016-09-16,KoN Finland,KoN Sweden,Cache,1,0
2016-09-18,NRG,Echo Fox,Cache,1,0
2016-09-18,Envy,Cloud9,Cache,0,1
2016-09-18,Cloud9,Envy,Mirage,0,1
2016-09-18,Envy,Cloud9,Dust2,0,1
2016-09-18,ROB,Cursive,Mirage,1,0
2016-09-18,Alpha,HastaLaVista,Cache,1,0
2016-09-18,NewStyle,Singularity,Mirage,1,0
2016-09-18,NewStyle,Magistra,Cobblestone,1,0
2016-09-18,HastaLaVista,Cursive,Nuke,0,1
2016-09-18,ROB,Alpha,Train,0,1
2016-09-18,Virtus.pro,Dignitas,Mirage,1,0
2016-09-18,Dignitas,Virtus.pro,Cobblestone,1,0
2016-09-18,Virtus.pro,Dignitas,Overpass,1,0
2016-09-18,New4,MVP.karnal,Dust2,1,0
2016-09-18,Magistra,walkover,Dust2,0,1
2016-09-18,walkover,Magistra,Train,1,0
2016-09-18,ROB,Cursive,Cache,1,0
2016-09-18,Cursive,ROB,Mirage,0,1
2016-09-18,Preparation,passions,Overpass,1,0
2016-09-18,passions,Preparation,Nuke,0,1
2016-09-18,ROB,NewStyle,Mirage,0,1
2016-09-18,NewStyle,ROB,Cobblestone,1,0
2016-09-18,Alpha,walkover,Mirage,1,0
2016-09-16,KoN Finland,KoN Sweden,Mirage,1,0
2016-09-16,Cloud9,FaZe,Train,1,0
2016-09-17,RONIN,Renegades,Train,0,1
2016-09-17,Renegades,RONIN,Mirage,1,0
2016-09-17,Selfless,Immortals,Train,0,1
2016-09-17,Selfless,Immortals,Mirage,0,1
2016-09-17,Dynasty,Furious,Train,0,1
2016-09-17,Dynasty,Furious,Overpass,1,0
2016-09-17,Dynasty,Furious,Mirage,1,0
2016-09-17,Force of Nature,Magnum Monsters,Mirage,0,1
2016-09-17,Magnum Monsters,Force of Nature,Train,0,1
2016-09-17,Magnum Monsters,Force of Nature,Dust2,0,1
